Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
ALLENDALE MACHINE COMPANY,"ALLENDALE MACHINE CO., INC.",10014 LUCORE ST,HOUSTON,TX,77017,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,1988-12-19T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"ALLIED WIRELINE SERVICES, LLC","ALLIED WIRELINE SERVICES, LLC",15995 N BARKERS LANDING RD,HOUSTON,TX,77079,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2010-10-06T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ALLOY CARBIDE CO,ALLOY CARBIDE COMPANY,7827 AVENUE H,HOUSTON,TX,77012,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,1964-08-03T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ALLOY CARBIDE COMPANY,ALLOY CARBIDE COMPANY,7425 CARBIDE ST,HOUSTON,TX,77040,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,1986-11-26T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ALTOR-SOLUTION LLC,ALTOR LLC,3004 ALDINE BENDER RD STE G,HOUSTON,TX,77032,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2024-10-25T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
AMERICAN BLOCK COMPANY,AMERICAN BLOCK COMPANY,6311 BREEN DR,HOUSTON,TX,77086,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,1987-06-25T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
AMERICAN BLOCK COMPANY,AMERICAN BLOCK COMPANY,7903 BREEN DR,HOUSTON,TX,77064,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,2014-11-25T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"AMERICAN EAGLE OILFIELD SERVICES & SUPPLIES, INC.","AMERICAN EAGLE OILFIELD SERVICES & SUPPLIES, INC.",6464 SAVOY DR STE 400,HOUSTON,TX,77036,213111,"Mining, Quarrying, and Oil and Gas Extraction",Texas Corporation,2021-04-07T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
AMERICAN JEREH INTERNATIONAL CORPORATION,AMERICAN JEREH INTERNATIONAL CORPORATION,7501 MILLER ROAD 2,HOUSTON,TX,77049,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,2011-10-21T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"AMP II ETX, LLC","AMP II ETX, LLC",600 TRAVIS ST STE 5500,HOUSTON,TX,77002,211130,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2023-03-13T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"AMS MACHINE, INC.","AMS MACHINE, INC.",13322 EMMETT RD,HOUSTON,TX,77041,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,2004-03-22T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ANDON ENERGY SERVICES,ANDON ENERGY SERVICES LLC,9255 KIRBY DR,HOUSTON,TX,77054,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2009-11-02T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"ANU RESOURCES, LLC","ANU RESOURCES, LLC",11807 WESTHEIMER RD STE 550-506,HOUSTON,TX,77077,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2019-03-27T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
APACHE CORPORATION,APACHE CORPORATION,2000 W SAM HOUSTON PKWY S STE 200,HOUSTON,TX,77042,211120,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),2024-06-13T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"APEX MANUFACTURED SOLUTIONS, LLC","APEX MANUFACTURED SOLUTIONS, LLC",13720 FM 529 RD STE 500,HOUSTON,TX,77041,333132,"Manufacturing (Metals, Machinery, Electronics)",Limited Liability Company (LLC),2022-10-29T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
APOLLO GREENZYME INC,APOLLO GREENZYME INC,1111 GOODNIGHT TRL,HOUSTON,TX,77060,213111,"Mining, Quarrying, and Oil and Gas Extraction",Texas Corporation,2019-01-10T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ARCHER OILTOOLS LLC,ARCHER OILTOOLS LLC,5510 CLARA RD,HOUSTON,TX,77041,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2017-10-09T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"ARCHROCK PARTNERS, L.P.","ARCHROCK PARTNERS, L.P.",16666 NORTHCHASE DR,HOUSTON,TX,77060,213112,"Mining, Quarrying, and Oil and Gas Extraction",Type PF,2016-01-16T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"ARCHROCK SERVICES, L.P.","ARCHROCK SERVICES, L.P.",9807 KATY FWY STE 100,HOUSTON,TX,77024,213112,"Mining, Quarrying, and Oil and Gas Extraction",Type PF,2018-04-18T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"ARS-ACP, LLC","ARS-ACP, LLC",15915 KATY FWY STE 505,HOUSTON,TX,77094,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2024-10-10T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ARSENAL DOWNHOLE LLC,ARSENAL CASING TECHNOLOGIES LLC,700 LOUISIANA ST STE 3950,HOUSTON,TX,77002,213112,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2018-12-28T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ARSENAL DOWNHOLE SOLUTIONS,ARSENAL DOWNHOLE SOLUTIONS LLC,700 LOUISIANA ST STE 3950,HOUSTON,TX,77002,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2025-02-11T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ARSENAL DRILLING TOOLS LLC,ARSENAL DRILLING TOOLS LLC,1005 S SHEPHERD DR APT 411,HOUSTON,TX,77019,333132,"Manufacturing (Metals, Machinery, Electronics)",Limited Liability Company (LLC),2022-05-26T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"ARUSA TRADE & FINANCE, INC.","ARUSA TRADE & FINANCE, INC.",12645 MEMORIAL DR STE F1209,HOUSTON,TX,77024,213112,"Mining, Quarrying, and Oil and Gas Extraction",Texas Corporation,2024-03-22T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
ASCENSION TECHNOLOGIES INC,ASCENSION TECHNOLOGIES INC,2437 BAY AREA BLVD STE 3,HOUSTON,TX,77058,213112,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),2023-03-30T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
AT NEWCO LLC,AT NEWCO LLC,6400 MOUNT HOUSTON RD,HOUSTON,TX,77050,333132,"Manufacturing (Metals, Machinery, Electronics)",Limited Liability Company (LLC),2026-08-25T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"ATT TECHNOLOGY, LTD.","ATT TECHNOLOGY, LTD.",3657 BRIARPARK DR,HOUSTON,TX,77042,333132,"Manufacturing (Metals, Machinery, Electronics)",Type PL,2009-11-03T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
AUTOSWAB SYSTEMS INC.,AUTOSWAB SYSTEMS INC.,8909 JACKRABBIT RD STE E,HOUSTON,TX,77095,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,2024-10-05T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
AVALON SCIENCES NORTH AMERICA INC.,AVALON SCIENCES NORTH AMERICA INC.,3430 S SAM HOUSTON PKWY E STE 300,HOUSTON,TX,77047,213112,"Mining, Quarrying, and Oil and Gas Extraction",Texas Corporation,2012-01-11T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"AXON PRESSURE PRODUCTS, INC.","AXON PRESSURE PRODUCTS, INC.",12606 N HOUSTON ROSSLYN RD,HOUSTON,TX,77086,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,2012-01-23T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
B&B WIRELINE LLC,B&B WIRELINE LLC,7502 SHADYVILLA LN,HOUSTON,TX,77055,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2021-11-23T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"B.O.P. PRODUCTS, LLC","B.O.P. PRODUCTS, LLC",9118 SWEETBRUSH DR,HOUSTON,TX,77064,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2006-07-17T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAILEY BANKS SEISMIC LP,"BAILEY BANKS SEISMIC, L.P.",11767 KATY FWY STE 410,HOUSTON,TX,77079,213112,"Mining, Quarrying, and Oil and Gas Extraction",Type PL,2001-07-24T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAKER HUGHES INTEQ,BAKER HUGHES OILFIELD OPERATIONS LLC,1999 RANKIN RD,HOUSTON,TX,77073,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,1996-07-18T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAKER HUGHES INTEQ,BAKER HUGHES OILFIELD OPERATIONS LLC,9902 SHELDON RD,HOUSTON,TX,77049,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2006-08-04T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAKER HUGHES OILFIELD OPERATIONS LLC,BAKER HUGHES OILFIELD OPERATIONS LLC,17021 ALDINE WESTFIELD RD,HOUSTON,TX,77073,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2016-09-29T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAKER HUGHES OILFIELD OPERATIONS LLC,BAKER HUGHES OILFIELD OPERATIONS LLC,575 N DAIRY ASHFORD RD STE 100,HOUSTON,TX,77079,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2025-04-08T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAKER HUGHES OILFIELD OPERATIONS LLC (70 3606),BAKER HUGHES OILFIELD OPERATIONS LLC,6760 CONCORD PARK DR,HOUSTON,TX,77040,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2014-07-21T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAKER HUGHES OILFILED OPERATIONS LLC (70 3598),BAKER HUGHES OILFIELD OPERATIONS LLC,10570 BISSONNET ST,HOUSTON,TX,77099,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2014-07-21T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAKER OIL TOOLS,BAKER HUGHES OILFIELD OPERATIONS LLC,6023 NAVIGATION BLVD,HOUSTON,TX,77011,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,1988-05-20T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAKER OIL TOOLS,BAKER HUGHES OILFIELD OPERATIONS LLC,9100 EMMOTT RD,HOUSTON,TX,77040,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,1988-05-20T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BAROID DRILLING FLUIDS,"HALLIBURTON ENERGY SERVICES, INC.",3000 SAM HOUSTON PARKWAY EAST,HOUSTON,TX,77032,213112,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),2000-08-25T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BASIC EQUIPMENT & SUPPLY,"TEBJES, INC.",2215 HARBOR ST,HOUSTON,TX,77020,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,2002-11-15T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BAUGH CONSULTING ENGINEERS, INC.","BAUGH CONSULTING ENGINEERS, INC.",19210 COHEN GREEN LN,HOUSTON,TX,77094,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,2013-08-28T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BEACON OFFSHORE ENERGY,"BEACON GROWTHCO OPERATING COMPANY, L.L.C.",333 CLAY ST STE 4200,HOUSTON,TX,77002,211120,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2026-04-22T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BEDROCK PETROLEUM CONSULTANTS, LLC","BEDROCK PETROLEUM CONSULTANTS, LLC",1 GREENWAY PLZ STE 200,HOUSTON,TX,77046,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2012-02-28T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BELLANERGY, LLC","BELLANERGY, LLC",7407 MILLER ROAD 2,HOUSTON,TX,77049,211120,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2026-07-21T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BEST DRILLING SERVICES (BDS), INC.","BEST DRILLING SERVICES (BDS), INC.",925 W 20TH ST,HOUSTON,TX,77008,213112,"Mining, Quarrying, and Oil and Gas Extraction",Texas Corporation,2024-09-18T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BEYOND ENERGY SERVICES & TECHNOLOGY (USA) INC.,BEYOND ENERGY SERVICES & TECHNOLOGY (USA) INC.,14903 PARK ALMEDA DR,HOUSTON,TX,77047,213112,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),2019-05-16T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BHP BILLITON PETROLEUM (AMERICAS) INC.,WOODSIDE ENERGY (AMERICAS) INC.,1360 POST OAK BLVD STE 500,HOUSTON,TX,77056,211120,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),1999-03-16T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BHP BILLITON PETROLEUM (DEEPWATER) INC.,WOODSIDE ENERGY (DEEPWATER) INC.,1360 POST OAK BLVD STE 150,HOUSTON,TX,77056,213111,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),2009-11-20T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BHP BILLITON PETROLEUM (EAGLE FORD GATHERING) LLC,BPX (EAGLE FORD) GATHERING LLC,1000 LOUISIANA ST STE 5600,HOUSTON,TX,77002,211120,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2012-01-26T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BICO DRILLING TOOLS, INC.","BICO DRILLING TOOLS, INC.",1604 GREENS RD,HOUSTON,TX,77032,333132,"Manufacturing (Metals, Machinery, Electronics)",Texas Corporation,2013-09-20T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BISN OIL TOOLS, LLC","BISN OIL TOOLS, LLC",4539 BRITTMOORE RD,HOUSTON,TX,77041,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2015-08-31T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BISN OIL TOOLS, LLC","BISN OIL TOOLS, LLC",4514 BRITTMOORE RD,HOUSTON,TX,77041,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2020-01-23T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BK CORROSION, LLC","BK CORROSION, LLC",4411 NAVIGATION BLVD,HOUSTON,TX,77011,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2024-02-21T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BLACK DIAMOND OILFIELD RENTALS LLC,BLACK DIAMOND OILFIELD RENTALS LLC,713 NORTHPARK CENTRAL DR STE 400,HOUSTON,TX,77073,213112,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2012-09-04T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BLACKBUCK RESOURCES, LLC",BLACKBUCK RESOURCES LLC,2601 WESTHEIMER RD STE C210,HOUSTON,TX,77098,213112,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2018-08-11T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BLUE SKY ELECTRONICS, L.L.C.","BLUE SKY ELECTRONICS, L.L.C.",401 STUDEWOOD ST STE 203,HOUSTON,TX,77007,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2017-10-10T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BOARDWALK PETROCHEMICAL PIPELINE, LLC","BOARDWALK PETROCHEMICAL PIPELINE, LLC",9 GREENWAY PLZ STE 2800,HOUSTON,TX,77046,211120,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2014-12-19T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BOB HERBERT & ASSOCIATES, INC.","BOB HERBERT & ASSOCIATES, INC.",2213 ALDINE BENDER RD,HOUSTON,TX,77032,213112,"Mining, Quarrying, and Oil and Gas Extraction",Texas Corporation,1996-10-30T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BOE EXPLORATION & PRODUCTION LLC,BOE EXPLORATION & PRODUCTION LLC,333 CLAY ST STE 4200,HOUSTON,TX,77002,211120,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2023-08-24T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"BP CONTAINMENT RESPONSE SYSTEM HOLDINGS, LLC","BP CONTAINMENT RESPONSE SYSTEM HOLDINGS, LLC",13609 INDUSTRIAL RD # GATE5,HOUSTON,TX,77015,333132,"Manufacturing (Metals, Machinery, Electronics)",Corporation / Corporate Entity,2017-03-27T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BP ENERGY COMPANY,BP ENERGY COMPANY,501 WESTLAKE PARK BLVD,HOUSTON,TX,77079,211120,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),1991-06-15T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BP EXPLORATION & PRODUCTION INC.,BP EXPLORATION & PRODUCTION INC.,501 WESTLAKE PARK BLVD,HOUSTON,TX,77079,333132,"Manufacturing (Metals, Machinery, Electronics)",Foreign Corporation (Out-of-State),2019-11-04T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BROADSPECTRUM DOWNSTREAM SERVICES,"TIMEC SVCS COMPANY, INC.",1330 POST OAK BLVD STE 1250,HOUSTON,TX,77056,213112,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),2012-05-05T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BURLINGTON RESOURCES OIL & GAS COMPANY LP,BURLINGTON RESOURCES OIL & GAS COMPANY LP,600 N DAIRY ASHFORD RD,HOUSTON,TX,77079,211120,"Mining, Quarrying, and Oil and Gas Extraction",Type PF,2017-08-03T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
BW LPG PRODUCT SERVICES USA LLC,BW LPG PRODUCT SERVICES USA LLC,2925 BRIARPARK DR STE 1295,HOUSTON,TX,77042,211120,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2024-11-07T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"C AUTOMATION SERVICE, LLC","C AUTOMATION SERVICE, LLC",10535 FISHER RD,HOUSTON,TX,77041,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2026-02-23T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
C M SERVICE CO INC,"C.M. SERVICE CO., INC.",7411 MESA DR,HOUSTON,TX,77028,213111,"Mining, Quarrying, and Oil and Gas Extraction",Texas Corporation,1998-03-25T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
CABOT OIL & GAS CORPORATION,COTERRA ENERGY INC.,840 GESSNER RD STE 1400,HOUSTON,TX,77024,213111,"Mining, Quarrying, and Oil and Gas Extraction",Foreign Corporation (Out-of-State),2015-03-31T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"CACTUS WELLHEAD, LLC","CACTUS WELLHEAD, LLC",1 GREENWAY PLZ STE 200,HOUSTON,TX,77046,213112,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2017-01-18T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
CAMERON,CAMERON INTERNATIONAL CORPORATION,4800 W GREENS RD,HOUSTON,TX,77066,333132,"Manufacturing (Metals, Machinery, Electronics)",Foreign Corporation (Out-of-State),2016-03-21T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
CAMERON DIVISION,CAMERON INTERNATIONAL CORPORATION,8820 MELDRUM LN,HOUSTON,TX,77075,333132,"Manufacturing (Metals, Machinery, Electronics)",Foreign Corporation (Out-of-State),2000-10-30T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
CAMERON INTERNATIONAL CORPORATION,CAMERON INTERNATIONAL CORPORATION,6401 W SAM HOUSTON PKWY N,HOUSTON,TX,77041,333132,"Manufacturing (Metals, Machinery, Electronics)",Foreign Corporation (Out-of-State),2021-06-02T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
CAMERON INTERNATIONAL CORPORATION,CAMERON INTERNATIONAL CORPORATION,3600 BRIARPARK DR,HOUSTON,TX,77042,333132,"Manufacturing (Metals, Machinery, Electronics)",Foreign Corporation (Out-of-State),2022-01-20T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
CAMERON SALES,CAMERON INTERNATIONAL CORPORATION,3600 BRIARPARK DR,HOUSTON,TX,77042,333132,"Manufacturing (Metals, Machinery, Electronics)",Foreign Corporation (Out-of-State),2021-06-02T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"CAMINO REAL GATHERING COMPANY, L.L.C.","CAMINO REAL GATHERING COMPANY, L.L.C.",1001 LOUISIANA ST,HOUSTON,TX,77002,211130,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2018-03-06T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"CANOPY PROFESSIONAL SERVICES, LLC","CANOPY PROFESSIONAL SERVICES, LLC",20465 STATE HIGHWAY 249 STE 200,HOUSTON,TX,77070,213112,"Mining, Quarrying, and Oil and Gas Extraction",Corporation / Corporate Entity,2026-08-12T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
CAPWELL SERVICES INC.,CAPWELL SERVICES INC.,4200 SAN JACINTO ST,HOUSTON,TX,77004,333132,"Manufacturing (Metals, Machinery, Electronics)",Foreign Corporation (Out-of-State),2026-05-05T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
"CASCADE SERVICES, LLC","CASCADE SERVICES, LLC",952 ECHO LN STE 375,HOUSTON,TX,77024,213112,"Mining, Quarrying, and Oil and Gas Extraction",Limited Liability Company (LLC),2023-03-20T00:00:00.000,Enterprise Operator Vendor Cybersecurity Audits
