Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
"ARCADIS U.S., INC.","ARCADIS U.S., INC.",2929 BRIARPARK DR STE 215,HOUSTON,TX,77042,541330,Engineering Services,Foreign Corporation (Out-of-State),2007-04-19T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"ARCREALM STUDIO, LLC.","ARCREALM STUDIO, LLC.",5915 GLENNEYRE LN,HOUSTON,TX,77084,541310,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2009-08-24T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"ARES DRONES, LLC","ARES DRONES, LLC",1880 S DAIRY ASHFORD RD STE 207 PMB 349,HOUSTON,TX,77077,541370,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-11-15T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"ARTSCAPE, LLC","ARTSCAPE, LLC",8427 BLUEGATE ST,HOUSTON,TX,77025,541320,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2022-08-27T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
ARYA MECHANICAL,ARYA MECHANICAL INC,10022 PINE FOREST RD,HOUSTON,TX,77042,541330,Engineering Services,Texas Corporation,2021-01-08T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"ASCEND AUTOMATION & CONTROLS, LLC","ASCEND AUTOMATION & CONTROLS, LLC",9009 JACKRABBIT RD,HOUSTON,TX,77095,541330,Engineering Services,Corporation / Corporate Entity,2025-06-09T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
ASPIRE & HONE LLC,ASPIRE & HONE LLC,1300 W SAM HOUSTON PKWY S STE 100,HOUSTON,TX,77042,541340,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2022-05-20T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
ATA ASSOCIATES INC,"A.T.A. ASSOCIATES, INC.",1301 GEMINI ST,HOUSTON,TX,77058,541330,Engineering Services,Texas Corporation,1997-11-20T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
ATLAS TECHNICAL CONSULTANTS LLC,ATLAS TECHNICAL CONSULTANTS LLC,5225 KATY FWY STE 400,HOUSTON,TX,77007,541350,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Corporation / Corporate Entity,2024-08-19T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
ATLAS TECHNICAL CONSULTANTS LLC,ATLAS TECHNICAL CONSULTANTS LLC,15740 PARK ROW STE 200,HOUSTON,TX,77084,541350,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Corporation / Corporate Entity,2024-08-19T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"ATLAS TECHNOLOGY CONSULTING & MANAGEMENT, LLC","ATLAS TECHNOLOGY CONSULTING & MANAGEMENT, LLC",2339 COMMERCE ST STE 118,HOUSTON,TX,77002,541330,Engineering Services,Limited Liability Company (LLC),2022-03-12T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
ATLAS TURBINE SERVICES,"ATLAS TURBINE SERVICES, INC.",5506 BARON OAKS CT,HOUSTON,TX,77069,541330,Engineering Services,Texas Corporation,2025-08-25T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
ATTICUS ARCHITECTURE INC,"ATTICUS ARCHITECTURE, INC.",2444 TIMES BLVD STE 236H,HOUSTON,TX,77005,541310,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2002-11-20T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"ATWELL, LLC","ATWELL, LLC",11451 KATY FWY STE 505,HOUSTON,TX,77079,541330,Engineering Services,Corporation / Corporate Entity,2019-08-01T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"AUDUBON ENGINEERING COMPANY, L.P.","AUDUBON ENGINEERING COMPANY, L.P.",3505 W SAM HOUSTON PKWY N STE 150,HOUSTON,TX,77043,541330,Engineering Services,Type PL,2025-11-19T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
AUDUBON ENGINEERING OPERATIONS,"AUDUBON COMPANIES, LLC",3505 W SAM HOUSTON PKWY N STE 150,HOUSTON,TX,77043,541330,Engineering Services,Limited Liability Company (LLC),2026-04-16T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
AUDUBON FIELD SOLUTIONS,"AUDUBON FIELD SOLUTIONS, LLC",10205 WESTHEIMER RD STE 100,HOUSTON,TX,77042,541330,Engineering Services,Corporation / Corporate Entity,2016-07-15T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"AUSTIN EXPLORATION, INCORPORATED","AUSTIN EXPLORATION, INCORPORATED",1655 TOWNHURST DR STE 100,HOUSTON,TX,77043,541360,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2026-07-30T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
AUTOMATION NATION INC,"AUTOMATION NATION, INC.",1109 HAWTHORNE ST,HOUSTON,TX,77006,541330,Engineering Services,Texas Corporation,2004-07-13T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"AUTOMATION SUPPLY AND ENGINEERING, INC.","AUTOMATION SUPPLY AND ENGINEERING, INC.",8809 FAIRBANKS N HOUSTON RD,HOUSTON,TX,77064,541330,Engineering Services,Texas Corporation,2017-10-05T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"AV DESIGN STUDIO, LLC","AV DESIGN STUDIO, LLC",9757 PINE LAKE DR APT 3096,HOUSTON,TX,77055,541310,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2023-04-22T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"AW HODGE, INC.","AW HODGE, INC.",13107 BARRYKNOLL LN,HOUSTON,TX,77079,541330,Engineering Services,Texas Corporation,2020-01-28T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"AXENS NORTH AMERICA, INC.","AXENS NORTH AMERICA, INC.",13501 KATY FWY STE 3800,HOUSTON,TX,77079,541330,Engineering Services,Foreign Corporation (Out-of-State),2025-07-24T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
AYANSTR,AYANSTR LLC,13810 ROSEBRANCH CT,HOUSTON,TX,77059,541330,Engineering Services,Limited Liability Company (LLC),2026-06-26T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
B AND C CUSTOM CABLING,CHRISTOPHER DAMIEN THOMANN,7135 W TIDWELL RD,HOUSTON,TX,77092,541330,Engineering Services,Type IS,2014-05-30T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
B&D AUTOMATION LLC,B&D AUTOMATION LLC,15610 MARBLE BLUFF LN,HOUSTON,TX,77049,541330,Engineering Services,Limited Liability Company (LLC),2026-01-28T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
B+T GROUP HOLDINGS INC,B+T GROUP HOLDINGS INC.,8129 JACKRABBIT RD,HOUSTON,TX,77095,541330,Engineering Services,Foreign Corporation (Out-of-State),2019-05-21T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BAIG ENGINEERING,"BAIG ENGINEERING, LLC",1316 TUAM ST,HOUSTON,TX,77004,541330,Engineering Services,Limited Liability Company (LLC),2021-08-25T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BANDINI ENTERPRISES, INC.","BANDINI ENTERPRISES, INC.",12301 KURLAND DR STE 250,HOUSTON,TX,77034,541330,Engineering Services,Texas Corporation,2016-10-07T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BARNHART CONSTRUCTORS, INC.","BARNHART CONSTRUCTORS, INC.",3710 WATONGA BLVD,HOUSTON,TX,77092,541330,Engineering Services,Texas Corporation,2023-03-30T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BARRIOS TECHNOLOGY, LTD.","BARRIOS TECHNOLOGY, LLC",16441 SPACE CENTER BLVD STE B-100,HOUSTON,TX,77058,541330,Engineering Services,Limited Liability Company (LLC),2023-09-06T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BASELINE CORP.,BASELINE CORP.,1750 SEAMIST DR STE 160,HOUSTON,TX,77008,541370,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2013-07-08T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BATECH QUALITY AUTO,BATECH QUALITY AUTO LLC,14070 BELLAIRE BLVD STE B,HOUSTON,TX,77083,541330,Engineering Services,Limited Liability Company (LLC),2025-05-01T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BAYOU CITY BEAUTIFUL, LLC","BAYOU CITY BEAUTIFUL, LLC",114 BIG HOLLOW LN,HOUSTON,TX,77042,541320,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2023-04-12T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BCS FLOODTECH,"BCS FLOOD TECH, PLLC",2010 AUGUSTA DR,HOUSTON,TX,77057,541330,Engineering Services,Limited Liability Company (LLC),2025-11-11T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BD ENERGY SYSTEMS, LLC","BD ENERGY SYSTEMS, LLC",1001 S DAIRY ASHFORD RD STE 200,HOUSTON,TX,77077,541330,Engineering Services,Corporation / Corporate Entity,2012-09-19T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BELL GEOSPACE, INC.","BELL GEOSPACE, INC.",400 N SAM HOUSTON PKWY E STE 325,HOUSTON,TX,77060,541360,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Foreign Corporation (Out-of-State),2011-02-23T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BENCHMARK ENGINEERING CORPORATION,BENCHMARK ENGINEERING CORPORATION,2401 FOUNTAIN VIEW DR STE 500,HOUSTON,TX,77057,541330,Engineering Services,Texas Corporation,1988-05-13T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BERGAILA & ASSOCIATES INC,"BERGAILA & ASSOCIATES, INC.",1880 S DAIRY ASHFORD ST STE 606,HOUSTON,TX,77077,541330,Engineering Services,Texas Corporation,2006-01-24T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BEYOND THE POINT LLP,BEYOND THE POINT LLP,21102 BRUSHY CANYON DR,HOUSTON,TX,77073,541370,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type PI,2025-05-02T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BGE, INC.","BGE, INC.",11490 WESTHEIMER RD STE 700,HOUSTON,TX,77077,541330,Engineering Services,Texas Corporation,1994-10-25T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BILMAR CONSULTING, LLC","BILMAR CONSULTING, LLC",1322 SPACE PARK DR STE C299,HOUSTON,TX,77058,541330,Engineering Services,Limited Liability Company (LLC),2025-09-11T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BIMTEQ INC,BIMTEQ INC.,17510 RUSTLING ASPEN LN,HOUSTON,TX,77095,541340,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2024-12-06T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BINKLEY & BARFIELD, INC.","DCCM INFRASTRUCTURE, INC.",1710 SEAMIST DR,HOUSTON,TX,77008,541330,Engineering Services,Texas Corporation,2022-01-26T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BIOMECHANICAL RESEARCH INSTITUTE LLC,"BIOMECHANICAL RESEARCH INSTITUTE, LLC",5090 RICHMOND AVE C/O PMB 99,HOUSTON,TX,77056,541330,Engineering Services,Limited Liability Company (LLC),2005-01-05T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BIPOM ELECTRONICS, INC.","BIPOM ELECTRONICS, INC.",9788 CLAREWOOD DR STE 306,HOUSTON,TX,77036,541330,Engineering Services,Texas Corporation,2020-01-21T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BIRWELCO USA INC,BIRWELCO USA INC,20405 STATE HIGHWAY 249 STE 170,HOUSTON,TX,77070,541330,Engineering Services,Foreign Corporation (Out-of-State),2015-04-14T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BLAZEY CONSTRUCTION SERVICES,"BLAZEY CONSTRUCTION SERVICES, LLC",521 N SAM HOUSTON PKWY E STE 500,HOUSTON,TX,77060,541330,Engineering Services,Limited Liability Company (LLC),2017-07-25T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BLOCK 37,"BLOCK 37, LLC",3830 JULIUS LN,HOUSTON,TX,77021,541330,Engineering Services,Limited Liability Company (LLC),2026-05-07T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BMA SOLUTIONS INC,BMA SOLUTIONS INC,17325 PARK ROW,HOUSTON,TX,77084,541330,Engineering Services,Foreign Corporation (Out-of-State),2019-03-21T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BMT COMMERCIAL USA,"BMT COMMERCIAL USA, INC.",6639 THEALL RD,HOUSTON,TX,77066,541330,Engineering Services,Texas Corporation,2019-01-07T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BN ENERGY TECHNOLOGIES LLC,BN ENERGY TECHNOLOGIES LLC,7025 W TIDWELL RD STE H101,HOUSTON,TX,77092,541330,Engineering Services,Limited Liability Company (LLC),2026-09-03T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BOREHOLE SEISMIC, LLC","BOREHOLE SEISMIC, LLC",10500 NORTHWEST FWY STE 224,HOUSTON,TX,77092,541360,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2020-11-17T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
"BPM GROUP, INC.","BPM GROUP, INC.",3231 MARONEAL ST,HOUSTON,TX,77025,541310,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2020-05-29T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
BRAEDEN ENGINEERING AND CONSULTING,BRAEDEN ENGINEERING AND CONSULTING,5650 GUHN RD STE 118,HOUSTON,TX,77040,541330,Engineering Services,Corporation / Corporate Entity,2023-05-23T00:00:00.000,CMMC 2.0 / Proprietary CAD & IP Protection
