Business / DBA Name,Legal Entity Name,Street Address,City,State,ZIP Code,NAICS Code,Industry Category,Entity Type,Permit Issue Date,MSSP Regulatory Sales Hook
COMPUTER CLASSES TO GO INC.,COMPUTER CLASSES TO GO INC.,1302 WAUGH DR # 347,HOUSTON,TX,77019,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2014-06-24T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
COVER YOUR ASSETS,MARK A MADELEY,1576 CHESHIRE LN,HOUSTON,TX,77018,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2017-11-02T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
CROWE LLP,CROWE LLP,9 GREENWAY PLZ STE 2100,HOUSTON,TX,77046,541211,Offices of Certified Public Accountants,Type PI,2025-08-13T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
CRYSTAL CHANG CPA PC,CRYSTAL CHANG CPA PC,4971 VALKEITH DR,HOUSTON,TX,77096,541211,Offices of Certified Public Accountants,Type CP,2023-04-21T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
CUBA LIBRE MULTISERVICES LLC,CUBA LIBRE MULTISERVICES LLC,16151 CAIRNWAY DR STE 110,HOUSTON,TX,77084,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2026-01-14T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
"DABNEY TAX AND ACCOUNTING SERVICES, LLC","DABNEY TAX AND ACCOUNTING SERVICES, LLC",11102 PANTHER CT,HOUSTON,TX,77099,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2026-06-04T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
DAZA'S MULTISERVICES,VALERIA DAZA ARISTIZABAL,9801 WESTHEIMER RD STE 519,HOUSTON,TX,77042,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2026-06-05T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
DEBBIE BOOKKEEPING AND TAX SERVICES,DEBBIE BOOKKEEPING AND TAX SERVICES LLC,6514 SAN PABLO DR,HOUSTON,TX,77083,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2021-11-30T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
DELOITTE FINANCIAL ADVISORY SERVICES LLP,DELOITTE FINANCIAL ADVISORY SERVICES LLP,333 CLAY STREET,HOUSTON,TX,77002,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type PB,2005-06-15T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
DELOITTE TAX LLP,DELOITTE TAX LLP,333 CLAY ST STE 2300,HOUSTON,TX,77002,541211,Offices of Certified Public Accountants,Type PB,2006-01-16T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP,DELOITTE TRANSACTIONS AND BUSINESS ANALYTICS LLP,1111 BAGBY ST,HOUSTON,TX,77002,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type PB,2014-02-28T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
"DURIO & KORPAL, P.C.","DURIO & KORPAL, P.C.",12250 QUEENSTON BLVD STE A,HOUSTON,TX,77095,541211,Offices of Certified Public Accountants,Type CP,2025-12-18T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
"EAG GULF COAST, LLC","EAG GULF COAST, LLC",11757 KATY FWY STE 650,HOUSTON,TX,77079,541211,Offices of Certified Public Accountants,Corporation / Corporate Entity,2024-07-02T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
EAG OPERATING INCORPORATED,"E.A.G. OPERATING, INCORPORATED",1415 LOUISIANA ST STE 2210,HOUSTON,TX,77002,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2025-02-03T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
"EDGAR AND EDGAR CPAS, LLC","EDGAR AND EDGAR CPAS, LLC",12246 QUEENSTON BLVD STE F,HOUSTON,TX,77095,541211,Offices of Certified Public Accountants,Limited Liability Company (LLC),2018-10-15T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
EL SOL MULTI SERVICES,MAELVIA VERGARA,9650 BEECHNUT ST,HOUSTON,TX,77036,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2015-02-18T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
"ELLE FERRELL CO., PLLC","ELLE FERRELL CO., PLLC",14759 OAK BEND DR,HOUSTON,TX,77079,541211,Offices of Certified Public Accountants,Limited Liability Company (LLC),2024-04-24T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
"ENBRIDGE EMPLOYEE SERVICES, INC.","ENBRIDGE EMPLOYEE SERVICES, INC.",1100 LOUISIANA ST STE 3300,HOUSTON,TX,77002,541214,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Foreign Corporation (Out-of-State),2010-11-03T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
ENGIE GBS LATAM S.A DE C.V,ENGIE GBS LATAM S.A DE C.V,1360 POST OAK BLVD STE 400,HOUSTON,TX,77056,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Foreign Corporation (Out-of-State),2023-01-11T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
ERNST & YOUNG,ERNST & YOUNG U.S. LLP,1401 MCKINNEY ST STE 1200,HOUSTON,TX,77010,541211,Offices of Certified Public Accountants,Type PI,2005-01-24T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
ESCAYG CPA SERVICES,"ESCAYG CPA SERVICES, PLLC",16611 WHITE STAR DR,HOUSTON,TX,77062,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2026-04-15T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
ESSENTIAL ACCOUNTING,MARY L JONES,11111 KATY FWY STE 910,HOUSTON,TX,77079,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-04-23T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
EXPERTS TAXES LLC,EXPERTS TAXES LLC,4505 HIGHWAY 6 N STE 400,HOUSTON,TX,77084,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2024-08-16T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
EY GOVERNMENT SERVICES LLC,EY GOVERNMENT SERVICES LLC,1401 MCKINNEY ST,HOUSTON,TX,77010,541211,Offices of Certified Public Accountants,Corporation / Corporate Entity,2026-03-09T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
FACT ATP SOLUTIONS INC,FACT ATP SOLUTIONS INC,9894 BISSONNET ST STE 650,HOUSTON,TX,77036,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Texas Corporation,2020-08-07T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
FALCON PREMIUM FINANCIAL AND ACCOUNTING SERVICES,ROBERT FALCON,7818 SHERMAN ST,HOUSTON,TX,77012,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2015-05-11T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
FELICIA'S TAX SERVICE,FELICIA'S TAX SERVICE LLC,2506 DEAMS ST,HOUSTON,TX,77093,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2022-06-10T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
FLORES PROFESSIONAL SERVICES,ERICA J FLORES,7513 MARKET ST STE A,HOUSTON,TX,77020,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-02-07T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
FORVIS,BKD LLP,2800 POST OAK BLVD STE 3200,HOUSTON,TX,77056,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type PI,2006-08-01T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
FRANK M VIRGADAMO,FRANK M VIRGADAMO,1202 HERITAGE CREEK PARK,HOUSTON,TX,77008,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2005-02-11T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
FROM LEDGERS TO TAXES CPA LLC,"DEANNA R. NGUEKET, CPA, LLC",3663 N SAM HOUSTON PKWY E,HOUSTON,TX,77032,541211,Offices of Certified Public Accountants,Limited Liability Company (LLC),2025-12-04T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
FRONTERA MULTISERVICES LLC,FRONTERA MULTISERVICES LLC,189 ALDINE BENDER RD,HOUSTON,TX,77060,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-08-20T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
G&R MULTI SERVICE LLC,G&R MULTI SERVICE LLC,15607 ENSENADA DR,HOUSTON,TX,77083,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2022-11-29T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GALILEA TAX & MULTISERVICES,ALEXANDRA JAZLYN GONZALEZ,425 E LITTLE YORK RD STE J,HOUSTON,TX,77076,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2026-07-27T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GAMEZ MULTISERVICES,YURIDIA GAMEZ,5015 E RIDGE CREEK DR,HOUSTON,TX,77053,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-11-18T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GARZA'S BOOKKEEPING,RACHEL GARCIA GARZA,826 DORCHESTER ST,HOUSTON,TX,77022,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2024-01-04T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GERMAN & COHN PC,"GERMAN & COHN, P.C.",4265 SAN FELIPE ST STE 1040,HOUSTON,TX,77027,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type CP,2000-03-24T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GL TAX ADVISORY LLC,GL TAX ADVISORY LLC,6626 HONEY HARVEST LN,HOUSTON,TX,77084,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-03-21T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
"GOD SENT SERVICES, LLC","GOD SENT SERVICES, LLC",17643 PATTIGLEN DR,HOUSTON,TX,77084,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2025-08-25T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GOHLKE AND COMPANY P C,"GOHLKE AND COMPANY, P.C.",17400 EL CAMINO REAL STE 800,HOUSTON,TX,77058,541211,Offices of Certified Public Accountants,Type CP,2003-11-18T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GOY'S MULTISERVICES,LIANET GOY YANES,12941 NORTH FWY STE 800-5,HOUSTON,TX,77060,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2025-05-22T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GRANT THORNTON ADVISORS LLC,GRANT THORNTON ADVISORS LLC,700 MILAM ST STE 300,HOUSTON,TX,77002,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Corporation / Corporate Entity,2024-08-21T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
GREENHOUSE POSTAL + SHIP,"JP SYCAMORE PARTNERS, LLC",2404 GREENHOUSE RD STE D,HOUSTON,TX,77084,541219,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Limited Liability Company (LLC),2023-12-01T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
"GRIES & ASSOCIATES, LLC","GRIES & ASSOCIATES, LLC",906 ROBIN ST,HOUSTON,TX,77019,541211,Offices of Certified Public Accountants,Limited Liability Company (LLC),2024-11-25T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
H & L MULTISERVICE,ABELINA HERRERA,7437 CANAL ST,HOUSTON,TX,77011,541213,"Professional, Scientific, and Technical Services (Legal, Accounting, IT)",Type IS,2023-10-10T00:00:00.000,FTC Safeguards Rule / Taxpayer PII Protection
